modality,model,model_name,task,target,seed,threshold,accuracy,f1,auc,fixed_tpr,fixed_fpr
EDA,MLP,MLP,AROUSAL,\texttt{arousal\_category},42,0.5,0.5675675675675675,0.4626865671641791,0.5755427381238484,0.543859649122807,0.4200913242009132
EDA,MLP,MLP,AROUSAL,\texttt{arousal\_category},43,0.5,0.5615615615615616,0.4859154929577465,0.5372907153729072,0.6052631578947368,0.4611872146118721
EDA,MLP,MLP,AROUSAL,\texttt{arousal\_category},111,0.5,0.5435435435435435,0.4153846153846154,0.5489065128574863,0.47368421052631576,0.4200913242009132
EDA,VAE,VAE,AROUSAL,\texttt{arousal\_category},42,0.5,0.5735735735735735,0.47794117647058826,0.5740607225827126,0.5701754385964912,0.4246575342465753
EDA,VAE,VAE,AROUSAL,\texttt{arousal\_category},43,0.5,0.5975975975975976,0.4765625,0.5932067611952255,0.5350877192982456,0.3698630136986301
EDA,VAE,VAE,AROUSAL,\texttt{arousal\_category},111,0.5,0.5675675675675675,0.4782608695652174,0.5875190258751903,0.5789473684210527,0.4383561643835616
EDA,MLP,MLP,VALENCE,\texttt{valence\_category},42,0.5,0.5375375375375375,0.5470588235294118,0.5967802887158944,0.4603960396039604,0.3435114503816794
EDA,MLP,MLP,VALENCE,\texttt{valence\_category},43,0.5,0.5105105105105106,0.516320474777448,0.5659436172624897,0.4306930693069307,0.366412213740458
EDA,MLP,MLP,VALENCE,\texttt{valence\_category},111,0.5,0.5255255255255256,0.5380116959064327,0.5691557705388859,0.45544554455445546,0.366412213740458
EDA,VAE,VAE,VALENCE,\texttt{valence\_category},42,0.5,0.5585585585585585,0.5859154929577465,0.6019197339581287,0.5148514851485149,0.37404580152671757
EDA,VAE,VAE,VALENCE,\texttt{valence\_category},43,0.5,0.5435435435435435,0.5754189944134078,0.5960622779835236,0.5099009900990099,0.40458015267175573
EDA,VAE,VAE,VALENCE,\texttt{valence\_category},111,0.5,0.5435435435435435,0.5957446808510638,0.5742574257425743,0.5544554455445545,0.4732824427480916
EDA,MLP,MLP,STIMULUS-LABEL,\texttt{stimulus-label},42,0.5,0.8738738738738738,0.8551724137931035,0.8752008765522279,0.8378378378378378,0.0972972972972973
EDA,MLP,MLP,STIMULUS-LABEL,\texttt{stimulus-label},43,0.5,0.8708708708708709,0.8501742160278746,0.8622352081811542,0.8243243243243243,0.0918918918918919
EDA,MLP,MLP,STIMULUS-LABEL,\texttt{stimulus-label},111,0.5,0.8738738738738738,0.8571428571428571,0.8684075967859751,0.8513513513513513,0.10810810810810811
EDA,VAE,VAE,STIMULUS-LABEL,\texttt{stimulus-label},42,0.5,0.8468468468468469,0.8316831683168316,0.8634039444850256,0.8513513513513513,0.15675675675675677
EDA,VAE,VAE,STIMULUS-LABEL,\texttt{stimulus-label},43,0.5,0.8288288288288288,0.8155339805825242,0.8654857560262965,0.8513513513513513,0.1891891891891892
EDA,VAE,VAE,STIMULUS-LABEL,\texttt{stimulus-label},111,0.5,0.8348348348348348,0.819672131147541,0.868882395909423,0.8445945945945946,0.17297297297297298
PPG,MLP,MLP,AROUSAL,\texttt{arousal\_category},42,0.5,0.5165165165165165,0.3970037453183521,0.5453817191380278,0.4649122807017544,0.45662100456621
PPG,MLP,MLP,AROUSAL,\texttt{arousal\_category},43,0.5,0.5375375375375375,0.4166666666666667,0.5056076263718657,0.4824561403508772,0.4337899543378995
PPG,MLP,MLP,AROUSAL,\texttt{arousal\_category},111,0.5,0.5375375375375375,0.42105263157894735,0.5515901626211649,0.49122807017543857,0.4383561643835616
PPG,VAE,VAE,AROUSAL,\texttt{arousal\_category},42,0.5,0.5435435435435435,0.43283582089552236,0.5353681006168389,0.5087719298245614,0.4383561643835616
PPG,VAE,VAE,AROUSAL,\texttt{arousal\_category},43,0.5,0.5615615615615616,0.43410852713178294,0.5600817111271329,0.49122807017543857,0.4018264840182648
PPG,VAE,VAE,AROUSAL,\texttt{arousal\_category},111,0.5,0.5795795795795796,0.43548387096774194,0.5634062324761676,0.47368421052631576,0.365296803652968
PPG,MLP,MLP,VALENCE,\texttt{valence\_category},42,0.5,0.5585585585585585,0.5994550408719346,0.6083818305494672,0.5445544554455446,0.4198473282442748
PPG,MLP,MLP,VALENCE,\texttt{valence\_category},43,0.5,0.5525525525525525,0.5962059620596206,0.614995087294989,0.5445544554455446,0.4351145038167939
PPG,MLP,MLP,VALENCE,\texttt{valence\_category},111,0.5,0.5705705705705706,0.6226912928759895,0.5732370947018366,0.5841584158415841,0.45038167938931295
PPG,VAE,VAE,VALENCE,\texttt{valence\_category},42,0.5,0.5465465465465466,0.5817174515235457,0.5614843927140806,0.5198019801980198,0.4122137404580153
PPG,VAE,VAE,VALENCE,\texttt{valence\_category},43,0.5,0.5765765765765766,0.5959885386819485,0.6054719975814375,0.5148514851485149,0.3282442748091603
PPG,VAE,VAE,VALENCE,\texttt{valence\_category},111,0.5,0.5765765765765766,0.6005665722379604,0.6195676819590356,0.5247524752475248,0.3435114503816794
PPG,MLP,MLP,STIMULUS-LABEL,\texttt{stimulus-label},42,0.5,0.8018018018018018,0.78,0.8547479912344778,0.7905405405405406,0.1891891891891892
PPG,MLP,MLP,STIMULUS-LABEL,\texttt{stimulus-label},43,0.5,0.7687687687687688,0.764525993883792,0.8550036523009495,0.8445945945945946,0.2918918918918919
PPG,MLP,MLP,STIMULUS-LABEL,\texttt{stimulus-label},111,0.5,0.7567567567567568,0.7522935779816514,0.8506208911614317,0.831081081081081,0.3027027027027027
PPG,VAE,VAE,STIMULUS-LABEL,\texttt{stimulus-label},42,0.5,0.7717717717717718,0.7639751552795031,0.8546018991964939,0.831081081081081,0.2756756756756757
PPG,VAE,VAE,STIMULUS-LABEL,\texttt{stimulus-label},43,0.5,0.7627627627627628,0.7613293051359517,0.8610299488677868,0.8513513513513513,0.3081081081081081
PPG,VAE,VAE,STIMULUS-LABEL,\texttt{stimulus-label},111,0.5,0.7507507507507507,0.7537091988130564,0.8493060628195763,0.8581081081081081,0.33513513513513515
TEXT,MLP,MLP,AROUSAL,\texttt{arousal\_category},42,0.5,0.5555555555555556,0.3424657534246575,0.481718922167685,0.373134328358209,0.3624161073825503
TEXT,MLP,MLP,AROUSAL,\texttt{arousal\_category},43,0.5,0.625,0.37209302325581395,0.5391937833899951,0.3380281690140845,0.23448275862068965
TEXT,MLP,MLP,AROUSAL,\texttt{arousal\_category},111,0.5,0.546875,0.24347826086956523,0.4870185800418359,0.2222222222222222,0.29457364341085274
TEXT,VAE,VAE,AROUSAL,\texttt{arousal\_category},42,0.5,0.5509259259259259,0.2814814814814815,0.44916357808274066,0.2835820895522388,0.3288590604026846
TEXT,VAE,VAE,AROUSAL,\texttt{arousal\_category},43,0.5,0.5462962962962963,0.2898550724637681,0.4892666342884896,0.28169014084507044,0.32413793103448274
TEXT,VAE,VAE,AROUSAL,\texttt{arousal\_category},111,0.5,0.5625,0.2631578947368421,0.4544727451704195,0.23809523809523808,0.27906976744186046
TEXT,MLP,MLP,VALENCE,\texttt{valence\_category},42,0.5,0.6805555555555556,0.7160493827160493,0.6954468502183017,0.6744186046511628,0.3103448275862069
TEXT,MLP,MLP,VALENCE,\texttt{valence\_category},43,0.5,0.6435185185185185,0.6804979253112033,0.7254130605822187,0.6666666666666666,0.3870967741935484
TEXT,MLP,MLP,VALENCE,\texttt{valence\_category},111,0.5,0.6197916666666666,0.6473429951690821,0.658869179600887,0.6090909090909091,0.36585365853658536
TEXT,VAE,VAE,VALENCE,\texttt{valence\_category},42,0.5,0.7083333333333334,0.7529411764705882,0.731488906709436,0.7441860465116279,0.3448275862068966
TEXT,VAE,VAE,VALENCE,\texttt{valence\_category},43,0.5,0.6851851851851852,0.7213114754098361,0.7169332983652418,0.7154471544715447,0.3548387096774194
TEXT,VAE,VAE,VALENCE,\texttt{valence\_category},111,0.5,0.65625,0.6857142857142857,0.7083148558758314,0.6545454545454545,0.34146341463414637
TEXT,MLP,MLP,STIMULUS-LABEL,\texttt{stimulus-label},42,0.5,0.8333333333333334,0.8181818181818182,0.9231824417009602,0.75,0.08333333333333333
TEXT,MLP,MLP,STIMULUS-LABEL,\texttt{stimulus-label},43,0.5,0.875,0.8695652173913043,0.931670096021948,0.8333333333333334,0.08333333333333333
TEXT,MLP,MLP,STIMULUS-LABEL,\texttt{stimulus-label},111,0.5,0.875,0.8695652173913043,0.9478081597222222,0.8333333333333334,0.08333333333333333
TEXT,VAE,VAE,STIMULUS-LABEL,\texttt{stimulus-label},42,0.5,0.8287037037037037,0.821256038647343,0.8963477366255144,0.7870370370370371,0.12962962962962962
TEXT,VAE,VAE,STIMULUS-LABEL,\texttt{stimulus-label},43,0.5,0.875,0.8708133971291866,0.9370713305898491,0.8425925925925926,0.09259259259259259
TEXT,VAE,VAE,STIMULUS-LABEL,\texttt{stimulus-label},111,0.5,0.828125,0.8070175438596491,0.9390190972222222,0.71875,0.0625
EDA+TEXT,MoEVAE,MoEVAE,AROUSAL,\texttt{arousal\_category},42,0.5,0.5833333333333334,0.3076923076923077,0.5198838024641891,0.29850746268656714,0.28859060402684567
EDA+TEXT,MoEVAE,MoEVAE,AROUSAL,\texttt{arousal\_category},43,0.5,0.5648148148148148,0.29850746268656714,0.5197183098591549,0.28169014084507044,0.296551724137931
EDA+TEXT,MoEVAE,MoEVAE,AROUSAL,\texttt{arousal\_category},111,0.5,0.59375,0.2641509433962264,0.49077150239940937,0.2222222222222222,0.2248062015503876
EDA+TEXT,PoEVAE,PoEVAE,AROUSAL,\texttt{arousal\_category},42,0.5,0.5787037037037037,0.29457364341085274,0.4982470199338876,0.2835820895522388,0.28859060402684567
EDA+TEXT,PoEVAE,PoEVAE,AROUSAL,\texttt{arousal\_category},43,0.5,0.5972222222222222,0.33587786259541985,0.5204953861097621,0.30985915492957744,0.2620689655172414
EDA+TEXT,PoEVAE,PoEVAE,AROUSAL,\texttt{arousal\_category},111,0.5,0.5989583333333334,0.29357798165137616,0.5228251507321274,0.25396825396825395,0.23255813953488372
EDA+TEXT,MoEVAE,MoEVAE,VALENCE,\texttt{valence\_category},42,0.5,0.6666666666666666,0.7230769230769231,0.6703644301880067,0.7286821705426356,0.42528735632183906
EDA+TEXT,MoEVAE,MoEVAE,VALENCE,\texttt{valence\_category},43,0.5,0.6296296296296297,0.6850393700787402,0.6877786519800682,0.7073170731707317,0.4731182795698925
EDA+TEXT,MoEVAE,MoEVAE,VALENCE,\texttt{valence\_category},111,0.5,0.6822916666666666,0.7162790697674418,0.693569844789357,0.7,0.34146341463414637
EDA+TEXT,PoEVAE,PoEVAE,VALENCE,\texttt{valence\_category},42,0.5,0.6712962962962963,0.7279693486590039,0.6862247170988149,0.7364341085271318,0.42528735632183906
EDA+TEXT,PoEVAE,PoEVAE,VALENCE,\texttt{valence\_category},43,0.5,0.6388888888888888,0.7022900763358778,0.6754086895707667,0.7479674796747967,0.5053763440860215
EDA+TEXT,PoEVAE,PoEVAE,VALENCE,\texttt{valence\_category},111,0.5,0.65625,0.6915887850467289,0.6766629711751663,0.6727272727272727,0.36585365853658536
EDA+TEXT,MoEVAE,MoEVAE,STIMULUS-LABEL,\texttt{stimulus-label},42,0.5,0.8657407407407407,0.8687782805429864,0.9169238683127572,0.8888888888888888,0.1574074074074074
EDA+TEXT,MoEVAE,MoEVAE,STIMULUS-LABEL,\texttt{stimulus-label},43,0.5,0.8796296296296297,0.8818181818181818,0.938485939643347,0.8981481481481481,0.1388888888888889
EDA+TEXT,MoEVAE,MoEVAE,STIMULUS-LABEL,\texttt{stimulus-label},111,0.5,0.859375,0.8540540540540541,0.939724392361111,0.8229166666666666,0.10416666666666667
EDA+TEXT,PoEVAE,PoEVAE,STIMULUS-LABEL,\texttt{stimulus-label},42,0.5,0.8796296296296297,0.8807339449541285,0.9343278463648833,0.8888888888888888,0.12962962962962962
EDA+TEXT,PoEVAE,PoEVAE,STIMULUS-LABEL,\texttt{stimulus-label},43,0.5,0.8888888888888888,0.8899082568807339,0.9406292866941015,0.8981481481481481,0.12037037037037036
EDA+TEXT,PoEVAE,PoEVAE,STIMULUS-LABEL,\texttt{stimulus-label},111,0.5,0.875,0.8723404255319149,0.9456922743055556,0.8541666666666666,0.10416666666666667
PPG+TEXT,MoEVAE,MoEVAE,AROUSAL,\texttt{arousal\_category},42,0.5,0.5648148148148148,0.29850746268656714,0.4809676449964941,0.29850746268656714,0.31543624161073824
PPG+TEXT,MoEVAE,MoEVAE,AROUSAL,\texttt{arousal\_category},43,0.5,0.5694444444444444,0.32116788321167883,0.5455560951918407,0.30985915492957744,0.30344827586206896
PPG+TEXT,MoEVAE,MoEVAE,AROUSAL,\texttt{arousal\_category},111,0.5,0.6041666666666666,0.2962962962962963,0.5107665805340224,0.25396825396825395,0.2248062015503876
PPG+TEXT,PoEVAE,PoEVAE,AROUSAL,\texttt{arousal\_category},42,0.5,0.5740740740740741,0.2459016393442623,0.45888009616347786,0.22388059701492538,0.2684563758389262
PPG+TEXT,PoEVAE,PoEVAE,AROUSAL,\texttt{arousal\_category},43,0.5,0.5555555555555556,0.323943661971831,0.5331714424477902,0.323943661971831,0.3310344827586207
PPG+TEXT,PoEVAE,PoEVAE,AROUSAL,\texttt{arousal\_category},111,0.5,0.609375,0.2857142857142857,0.49618555432508915,0.23809523809523808,0.20930232558139536
PPG+TEXT,MoEVAE,MoEVAE,VALENCE,\texttt{valence\_category},42,0.5,0.7053571428571429,0.7724137931034483,0.696524064171123,0.8235294117647058,0.4772727272727273
PPG+TEXT,MoEVAE,MoEVAE,VALENCE,\texttt{valence\_category},43,0.5,0.625,0.6956521739130435,0.674407114624506,0.7272727272727273,0.5217391304347826
PPG+TEXT,MoEVAE,MoEVAE,VALENCE,\texttt{valence\_category},111,0.5,0.6916666666666667,0.725925925925926,0.7206618464961069,0.7903225806451613,0.41379310344827586
PPG+TEXT,PoEVAE,PoEVAE,VALENCE,\texttt{valence\_category},42,0.5,0.6875,0.7552447552447552,0.7429812834224598,0.7941176470588235,0.4772727272727273
PPG+TEXT,PoEVAE,PoEVAE,VALENCE,\texttt{valence\_category},43,0.5,0.6160714285714286,0.6861313868613139,0.6401515151515151,0.7121212121212122,0.5217391304347826
PPG+TEXT,PoEVAE,PoEVAE,VALENCE,\texttt{valence\_category},111,0.5,0.6916666666666667,0.7218045112781954,0.6878476084538377,0.7741935483870968,0.39655172413793105
